review_id,user_id,business_id,text,stars,categories,review_count_business,stars_business,review_count_user,average_stars_user
ox-O-xj-diqCtH3ShPrJjw,ScuWOAFGiCSDkZPI4x5mAQ,aCuW1RSdqVSrELBp3JaCKw,I came this time to have a good meal and I wasn't disappointed!! Had a burger with chips and a salad and a side of fries. They really do have the best French Fries!! Burger was perfect as well. The salad was ten times better than the one I had at Nellie's down the street. Great service and the folks in the bar are friendly too.,5.0,"Bars, Nightlife",6,4.5,820,4.13
57eSHrO-S-0e8mVgcGXeRA,yjebCrYUsbP80wd1dNn8YQ,-Lfib0jjHweCly1-FLM_og,"Good chili and a cold beer, what's not to like! Nice place inside, spots on lots of TVs. Friendly staff to feed and liquor you up. Nice neighborhood vibe.

 I had to laugh that someone was offended by the no guns sign. Fear not son, this is Ashland City, not Afghanistan.",4.0,"American (New), Restaurants",39,3.0,153,4.36
g0XPf_IdI_2j-xSM89XpmA,hzKQOJI8-7TM-BstJpSVCA,UH87t9fT_oTLMZfr5iCbQg,"Okay I was told to try a Hand Grenade and it was my first stop. It is a freakin' strong ass drink, I will give it that. However, it was way too syrupy and overpowering. It also leaves a funky aftertaste in your mouth. The bartender was super nice here so that was one bonus.",2.0,"Bars, Nightlife",575,4.0,1982,3.62
YeWebY1R1DDUm_m2REGdCg,hzKQOJI8-7TM-BstJpSVCA,7XLaWkzIWp0RzQDIy6MknA,"My husband and I stopped here a few times for a couple of drinks. They have an upstairs and a downstairs. Upstairs you can chill on the balcony or be inside waiting people ride the bull. 

I'm a not a fan of the music as it is country. My husband on the other hand was loving it.",3.0,"Bars, Nightlife",25,3.5,1982,3.62
7ubrY1vyzGyGXCgZB9I3Mg,66p5trg6e3cxqs636hTrpQ,ZyyExneJPXjci7yc2CGAPQ,I just stopped in today for the first time. I got an iced tea and they brew each individual cup fresh. I had peppermint green tea but there were so many other teas thatit was hard to chioose. Delicious. The owner was really nice and I found out she bakes the muffins and cupcakes on the premises. I will be back to try the food soon!,5.0,"Coffee & Tea, Food",80,4.5,32,4.1
S9tLEOC-16ee6fKq_oBycQ,DP_GwJSk1B3TUAufH4U_Ww,U3cudGMQsFqpAgpnonvYqA,"I used to be a regular at this very same El Maguey, it is always hopping!  The last few times the food has not been that great and last time, service was horrible.

I'm a little sad to have to take this place off of our regular rotation, but it just doesn't seem worth it anymore.",2.0,"Mexican, Restaurants",69,3.0,308,3.81
jmgg0bk6b1A2czm3eAde3Q,yVmdLEG5ayP55s_psPoy8Q,eN8ZKwIXGNNHCfb4mJXLqw,"Hell yes, Tony!
In the last few months the place has really stepped up with it with keeping the place tidy and the equipment in good shape.

They've added a now squat rack with a pull up bar that I will be using the hell out of. So, thanks to CHFC and their commitment to their members.",3.0,"Active Life, Fitness & Instruction, Gyms, Trainers",13,3.5,62,3.75
9wmtTQYcjX-H4VOZXJTvLw,rYja_qThTdPUt44UZ04Csw,xQve8CXupROuWNCxSeoNgw,"Eh, not one of my favorite type of restaurants. The steak and shrimp were overlooked but the rice was good. 

The food was filling and cooks were friendly to everyone and entertaining. The soda machine was down so drink options were limited. 

I wouldn't rush back here.",2.0,"Japanese, Restaurants, Sushi Bars",72,3.0,186,3.81
KoAezE-Si5ToOZIyJaXlLg,rYja_qThTdPUt44UZ04Csw,PjjShgqNvX5Marv-RJ1oNg,"I've heard mixed reviews but always want to decide for myself. So glad I did. Loved just about everything about this place and can't wait to get back for brunch. Favorites were the Fried Green Tomatoes, fried chicken and bread pudding. The cocktails were amazing as well and server was extremely helpful and knowledgeable.",4.0,"American (Traditional), Restaurants",300,4.5,186,3.81
R3ca4TCKcM15cl7d0PeALw,iY262MNxieewhtFInDY4Rg,Ldch7Nc5gaZrhcIRd7mcjw,"Close enough to home for us to try., so why not? Plus, I give the manager a plus for actually leaving responses to other Yelpers.. 

Sushi here is not bad, but it's not great.. Got the Sushi Deluxe, everything seemed good except for the salmon that left a very fishy after taste. 

Service was quick which I love.",3.0,"Japanese, Restaurants, Sushi Bars",400,4.0,222,3.34
8e6ScEQ05itxspcjBPYYpg,bRCezPnjpoe6Mke6K8LZsg,h8h1QvEQruTkBI50NlWsyA,"Had the lambchops here, it was tender and juicy! Excellent. 

Do not recall any bad experiences here with wait staff or anyone. Take the streetcar for a nice ride if not, drive and find parking along the side streets, but be careful and do not park anywhere too dark. 

Tables have breadsticks, but try to not fill up on this.",3.0,"Italian, Restaurants",534,4.5,250,3.09
yvLRpsR04vVEqmb_N6m4ew,KhhlZrnwPbJsgLN5tNrIFQ,A9sMtVnx0mc6juPNExJJfg,"I tried to go to The Handle Bar on a Saturday night.  While most bars in Philadelphia have banned smoking, The Handle Bar still allows it.  The bar was so full of smoke that I could hardly see or breathe.  I had to leave immediately.

So, if you are a non-smoker, this is not the bar for you.",1.0,"Bars, Nightlife",32,3.5,187,3.73
J7ma3tOLuoAl4AniPc-NSQ,jotcXhx-vqJelThDsaj4ZA,P9HxiR4Zd2Nf5aQw-88oZA,"Went with a groupon, no problem. The groupon was for a 7 course meal. The courses were good but wouldn't say great. The service was friendly (close your eyes and you'd swear Al Pacino was your server) and efficient. Dinner included a carafe of Italian red. All in all a pretty good meal and we left stuffed and satisfied.",4.0,"Italian, Restaurants",97,3.5,71,4.38
sZt4z22-92Wny7mDbBvyQg,SnIdfWu3TDhnhgvzVu8JpQ,eZ-t73r7ETHjyclRB7SnwQ,"Enthusiastic service punctuates the varied and quite frankly delicious menu offerings. Unique cheeses, ahi tuna roll, granny smith apple celery soup and the dessert crisp with the vanilla gelato atop was a wonderful way to wrap up my meal. Than you chef. I will be back soon. Best meal Ive had in Philly.",5.0,"American (New), Restaurants",121,3.5,27,4.71
08E7fqxNaXjz8LEQGcDBCg,elRzjUBwGD99updMZ4I8dQ,TZtHwdlpzLebhzjGuagR4A,"Thank you, for having everything I ever need. From new bike tubes, to beer. 
Thank you, for always being friendly, having crappy poboys, and keeping the place relatively clean. 
Thank you, for taking the time and trouble and kicking out the drunk guy who harrasses everyone. 
Please, open on Sunday.",5.0,"Food, Grocery",18,4.5,118,3.69
6s5mRrwvDikMtTKrPku20g,4ENBFSuIT-8vfRHZysQHag,YHvJyyklyzsQhCnbJu7pFA,I decided to try this place based on the Yelp reviews and was disappointed.  I ordered a plain pie and it was extremely doughy/chewy but not in a good way.  It was a bit difficult to eat and it was extremely oily.  It also did not reheat well the next day.   I'll pass on this pizza joint in the future.,2.0,"Italian, Pizza, Restaurants",111,4.0,1003,3.45
KZYdC4VBmTb-2uKDrjqbgA,4ENBFSuIT-8vfRHZysQHag,iJEkWDUE25BbNifWaYEfgw,"I tried the vanilla frosted w/sprinkles and while the donut was a bit better than what DD would serve, it was by no means life changing.  My favorite local donut shop is Yum Yum in Colmar and this donut just didn't taste as fresh as the ones Yum Yum serves.  The donut should have been softer and I wish the icing tasted more unique.",2.0,"Coffee & Tea, Donuts, Food",24,4.0,1003,3.45
vigCz3oi70PuKBou6HYYiQ,giflYp_eCoaSFmlO2AJTMQ,kZtl_NJjUnlIQgzFrBhXyQ,"I'm little disappointed with the sushi roll selections (really sticking with the basics) but the fish has been consistently fresh. The service is great, my hot green tea runneth over...and the prices are very reasonable. Very cute and fun little place in the Mesa.",3.0,"Japanese, Restaurants, Sushi Bars",227,3.5,37,3.76
eYQixJEuVkYo01tbIRHRfQ,qolJVR7HE5vbvzQppINCCQ,dujix6rWem5FD73MZSBF2w,"Actual phone conversation...

""Jack's""
""Hi!  Do you have any appointments available for today?""
""No!"" Hangs up.

End of conversation.  That's it.  I guess Jack's got more work than he can handle.  Or maybe he just has a problem with phone etiquette.  Either way, adios.",1.0,"Barbers, Beauty & Spas",10,4.0,866,3.57
cjhxYgxQZSjHm86A0AhDlw,qolJVR7HE5vbvzQppINCCQ,wGXU3-7HlhGMDKMVfrzFAA,"It's an old school building but the same old Arby's food.  The staff is really trying, but its still only three and a half stars due to location, condition of the building, and the friendliness of the staff.

Drive thru is not usually busy, so that's a good thing, and the Roast Beef is also a good thing.",3.0,"Fast Food, Restaurants, Sandwiches",12,2.0,866,3.57
ALdxRkETnnUklLUT-Pkf_w,h4ZqDUqVcektL45xG4QDew,uWLFplSCk3lI9rf84ZDwUw,"I'm sorry, but there's absolutely no way that your shake machine has ""just gone down"" or ""locked"" EVERY SINGLE EVENING I've come by over a period of months. Seriously, months. 

Just be honest & tell me you don't want to clean the machine so I can just plan to go to Steak & Shake.",1.0,"Burgers, Coffee & Tea, Fast Food, Food, Restaurants",90,1.0,157,3.27
RivuGKRMKfEBBE-sLce0RA,9dTnpsb_tO25h44IAoeRjQ,Akmo0AQ5qhbqYlZ2OZnrQA,"Tucked away in middle of industrial park in southside. But cozy atmosphere and they do a fantastic medium roast.  I'm a coffee snob so look for roasting expertise as primary thing, and they're right up there with Cartel and Savaya in my opinion, and they have their own roast profile distinct from the others.  Give them a try.",5.0,"Coffee & Tea, Food",104,4.5,169,3.98
OPezIrimwy7TKSQKQdOrbw,0lV6XSKZ_Aiwx85iMRopuQ,wffy7wiVvmrAc4t1uSUQGg,"Eh. The food isn't bad, but I feel they try too hard to be 'different' than the other AYCE sushi joints in town. Cilantro? Mango? Macadamia nuts? Umm, alright... I guess so.  

The service was pretty good and the sushi was fresh, but overall, a rather uneventful lunch.",3.0,"Japanese, Restaurants, Sushi Bars",122,3.5,72,2.7
N0ajgcht38qjxPAXTOwxdQ,z9hL9bqkUPO9USXG8Qfr_A,PkwYdhFuoL58waqvTgqTJw,"OK, I should have read reviews here before eating here. The ""chef spitting on the grill"" thing is just way over the top.

I found the food to be ""just OK"". Nothing to write home about. 

Most Chinese food on the east coast pretty much sucks. So it's par for the course.",2.0,"Chinese, Restaurants",38,3.0,298,3.31
2jylsGpe_rOMBc6cKxJTWw,z9hL9bqkUPO9USXG8Qfr_A,PkwYdhFuoL58waqvTgqTJw,"This place is take out ONLY.

OK, I should have read reviews here before eating here. The ""chef spitting on the grill"" thing is just way over the top.

I found the food to be ""just OK"". Nothing to write home about. Menu is mostly ""Americanized Chinese"", nothing truly authentic.",2.0,"Chinese, Restaurants",38,3.0,298,3.31
BQwOlX9vTtk7khuetdTFrA,u5rphGxp3_EHUW02c-5Ddg,lfbRfx3RNwYZ-VaRG0vsqQ,"The food was ok at best. The salads were probably the best part of the meal. However, the service was really slow, it took about an hour to get our meals and then they brought us cold coffee after the meal. Would not recommend thus place due to it's high prices and average food.",2.0,"Italian, Restaurants",11,3.0,102,3.88
WGO-1GRF8JDxnfi8CGomEA,Z1yy2pa7G3JB7JWJfmeg2A,lV7zv7jsrLAZ6IslbzQiuA,"Convenient, friendly staff (which is HUGE for this city), very approachable prices (I only looked through wine). Primary bummer is the lack of selection (again, in wine) and variety. This store is well-stocked, but solely with easy to find labels.

I can imagine it does a steady business with the BYOB places nearby.",3.0,"Beer, Food, Wine & Spirits",21,2.5,581,3.97
KA1TUY3vdamh3CpTxDFXOw,W5D-vYYIHCEb1305Jo3wyA,LqY3NrBE0trSnDj87KAn3A,"This is the cheapest hotel in the SB / Carpinteria / Goleta area.  The staff was nice and accommodating. So much so, that when I asked to change rooms because the room we were originally given reeked of cigarette smoke they ended up giving us a less stinky room.",3.0,"Event Planning & Services, Hotels, Hotels & Travel",130,2.0,358,4.09
HS7VyQzl-Si_OvkIPeQqhw,JhJ9FtltvU---Prmakeskg,RF2SocELaoYkXnZhxRcX0g,"This place is pretty decent considering there isn't much around this area.    

Their floor set up is sort of strange.  I enjoy coming here once a year (during Christmas) visiting family!  One of my favorite item on the menu is their Fried Chicken!  Yummy!!!.",4.0,"American (New), Restaurants",162,4.0,350,3.45
N8dyZVASBjsIujnN0V3oYQ,74MEs3l1jQTaBPpOgv8t7w,o7mN59QlAoL6dJctc014MQ,"After undergoing renovations, this location is simply not the same.

The new staff seem to be more engaged in their own conversations instead of helping patrons... 

Also, the availability of stock isn't the best. The salmon spread is almost always out of stock whenever I'm around, even at 8 in the morning. How can this be?",3.0,"Coffee & Tea, Donuts, Food",7,1.5,109,3.55
wfP-7TEqcSDo3Fff98MMAA,MHv9FRUZSZzqxJNUhIM7Cg,29DWpKzWKmkabL6lXCJiyQ,"Back in Vancouver, I would typically go out for sushi three times a week. So when I moved to Edmonton, I started to go through withdrawal. I decided to check this place out. While it wasn't horrible, the sashimi didn't taste very fresh.  This is probably a great place if you plan on sticking to maki or cooked rolls.",2.0,"Japanese, Restaurants, Sushi Bars",21,3.5,160,3.92
B2-f-zlYwspr2BQe-MrWIw,0gjhJz1pS47DfOmvL_9Ixw,O5Z8X1I8hqYnl0AC16SnjQ,"Let's start with the guy behind the counter being sour. Then sprinkle the fact that this is the ONLY Subway I have EVER been to that didn't serve fresh avocado as a choice for your sandwich. He proceeded to explain to me ""Yeah, this subway is weird like that!"".",2.0,"Fast Food, Restaurants, Sandwiches",14,2.0,796,3.91
Oov9mk2eei_VEagNTuqrHA,0gjhJz1pS47DfOmvL_9Ixw,FxzRMsdEUBFGtvftJzIJ_Q,"very knowledgeable chap that looked like a cross between a lost sailor and a roadie rocker from the 70's led me to some amazing wines i had never tasted on the west coast that led me to buy more on my trip.

what is v raving about:
2012 alexandria nicole pinot gris
2012 lone birch pinot gris",5.0,"Beer, Food, Wine & Spirits",31,4.5,796,3.91
IxnvS05gb9vsaMnXxVuEdA,JWeXuv2B9lRhiXBcIzsi2Q,XSHRlfkkpaRv9YuLYG-wVA,I became a fan of Ruby Tuesday again over just recently. I thought their service had went down but THEY ARE BACK and with a vengenance. I love their Peach Tea with the fruit it in it is delicious. I got their grilled chicken sandwich but was very plentiful.,4.0,"American (New), Restaurants",8,2.5,272,3.76
uCYlvGM19zbPvDpRciHneQ,jRvHWGn-f3dHRUeiFfIytA,L5czvgS42pCczy4bu9lznw,Came here for a quick bottle of wine and was too lazy to go downtown to Crown or Kahn's. So...finally went here after living in the Square for two years. I agree with Ben. I got booze. They got money. That's it. The lady was kind and we had a small conversation. I would come back for that quick booze pick-up.,3.0,"Beer, Food, Wine & Spirits",7,2.5,272,4.0
kg8MhkefgzKkwEREu5FoSA,57yFYzS17UiHs29xcqZwuw,_oEolwACvc0oFQdd8yM6gA,So dirty inside. We tried to find a place to sit before ordering the kids some food. And there wasnt one clean seat or table. Not only is there trash everywhere but the table have dried up food stains and it smells like a dumpster inside. We had to leave to take the kids somewhere else. Disgusting.,1.0,"Burgers, Coffee & Tea, Fast Food, Food, Restaurants",51,1.5,42,1.93
5yhyAFlnyyQv6mWf3IR54g,cB3rP59EqzXjRJrX23Wstw,oAOpSIFD5UW891a6QQcZkQ,"We always stop by Club Decatur when in New O.  Several flat screens to watch sports, nice outdoor patio, about 20 beers on tap, bartenders are friendly - gave us tastes of several beers, $5 call drinks, great pizza by the slice.  I think they recently replaced the bar top and furniture.",4.0,"Bars, Nightlife",7,3.5,145,3.52
g4LeBqvrjS-cgpuaFfqM8g,54miT0vxVVsULlxlY_G84Q,HNV-1XtDJLX3ECoCpaQJLQ,"I really wanted to like it, but the burger just wasn't tasty. The meat didn't have much flavor, and was tough and dry, which is remarkable given how greasy the burger was. The sauteed mushrooms were great, but not enough to balance out the burger. Maybe the kobe beef burger's better?",2.0,"American (Traditional), Restaurants",61,3.5,173,3.37
p6Xiv1MpivR0-TpqvqCFgw,Tcmy93fRGlLS_NJgZDV3xA,ixAWNAUrA7JjwvMJzJgxmw,Had the all you can Eat sashimi. Sushi was fresh but the lady behind the counter was a one woman show. She was the only attending everyone at the bar. So she only took orders one at a time. selection was ok but I just felt we did not have the attention and we had to wait each time to order.,2.0,"Japanese, Restaurants, Sushi Bars",301,3.5,334,3.14
BCn6OcVLE5qBVYKQSDUeEg,sWyRv7ucsU3qWcBtFMs0uw,XtvbV1mOqzHIyZn8tFtcjA,"First off this is Supercuts, so I wasn't expecting a luxury salon experience.

That being said, the $18 haircut (long layered trim lasting about thirty minutes) administered by Arlene was perfectly fine. 

She chatted in a friendly and genuinely interested manner and gave me a more than adequate cut. 

I would definitely return.",4.0,"Beauty & Spas, Hair Salons",79,4.5,271,3.7
9P6vQAb8ru-NVTYgw5hyEw,q5g3dj7DJAPks8p4vZUsHA,cfnupYok6te4LoHkwzWaUQ,"Now this is New York style Pizza. You always hear down here in the south ""There's no good pizza here"" well that's bullish?t. Go here and eat and you'll be happy you did. The owners are really nice and the waitress's are there for your every need. I'd highly recommend.",4.0,"Pizza, Restaurants",62,4.5,243,4.05
BkoRIql_5DGwWheQdWzBIw,q5g3dj7DJAPks8p4vZUsHA,pXxYdmtrWY_gl7ezGFyM_g,Estela's is solid Mexican food. The burritos and tacos are good as well as the refried beans. The only reason I didn't give it 5 stars is for the simple fact that I ordered a Margarita in here and they brought me  Pina Colada...really???? Isn't the margarita your go to drink? Other than that all is good.,4.0,"Mexican, Restaurants",27,2.0,243,4.05
YuZavrT34Iyo7N3sgBIJuA,jMC2TWXxOEw6heAvRrbDVw,yEZ6x8q_gUbt7dpyYJMuYA,"Clean self-service car wash station. The wash bay I used seemed to be in excellent working order. My only complaint is that the water pressure could be turned up on the power washers. I'm not 100%, but it seems like other self-service car wash stations I've used give you more time for your money.",4.0,"Automotive, Car Wash",11,2.0,12,3.94
vFk6sbUCo6RGU-iDmdPylw,ejFxLGqQcWNLdNByJlIhnQ,3Rj9ItAP5k_i6YVmFJgC9w,"Very cute little restaurant in Chestnut Hill, servers were very courteous, attentive and knowledgeable. We had the 7 course tasting and weren't so impressed and did not feel it was worth the price. There were a few shining dishes like the Wagyu beef, but overall we left wanting more. We will have to try the regular menu next time.",3.0,"American (New), Restaurants",156,4.5,156,3.73
OvVxon3YOqY4nivMYnvhVQ,l-tDF960t9BakjyH34XfTA,N4xmF_96VDb2bRPpBu_O9w,"I dig this Starbucks. They have huge tables and some are communal tables that you share with others so if you are anti social, don't sit. Baristas are quick and super friendly. I think I saw on the door that they are open until midnight each wk--unheard of!",4.0,"Coffee & Tea, Food",60,3.5,2025,3.72
tDloFX-VtYrcqgtHlyeEvA,lwOkw5BQRv8gEbycoEgc6A,plVe3iG2c2o7yhGI1U8GcA,"Went back to this place after about a three month absence, to find that the ownership had changed. Now it was all lit up like a nightclub, playing weird rave music. The menu didn't change, but the flavor definitely has. Don't know that I'll go back, as I was a bit heartbroken.",3.0,"Japanese, Restaurants, Sushi Bars",128,4.0,28,3.2
Ryg5F_KUKM3wN3zTiZp8ew,qHgDFY3qmlYAMIymzMqqbQ,34-i9B0d0r0575-x6xDTsw,"When a grilled cheese is the last thing to come out to the table, you know something is up in the kitchen!  At the very least we had an attentive waitress, who checked in regularly, but hardly refilled water glasses.  Nothing special about this place at all.",2.0,"Italian, Restaurants",129,3.0,194,3.99
7hX1qxv-P7hsPJU-r4mUQg,B-V1eJcIwouZuUrMFQkmnA,QVxssj3cmGN4HCaFUaGUUg,Been going to La Locanda ever since it was first called Laceno. Every time we are there we are treated like family and served like kings. Every dish has something special. I have not found a bad dish nor had a bad experience there. I recommend it to everyone.,4.0,"Italian, Restaurants",44,3.5,182,3.98
QtJ9dSfrupziG2cOqCmROw,B-V1eJcIwouZuUrMFQkmnA,LCS2sJH5S2kFquIL_FIqAg,"Excellent, fast and friendly service every single time. They get my mocha light frap right every time I go. I only go on my pay day, otherwise I would have gone bankrupt by now. BUT it is a nice treat, and the price tag is easier to swallow when my frap is delivered with a smile :)",5.0,"Coffee & Tea, Food",31,3.5,182,3.98
KyplrEDmh1ut_67EWwkyyg,hv2VFkaZpwdVSl-VdNfitw,kaUH8eQPElPHjjkuBVpQ_Q,"Yum yum yum. This place is TINY which is why the line ends up out the door in the thick of summer. BRING CASH! They won't take your plastic.
If you need fro-yo try Jilly B's.
If you need more options try Masso's.
But this place is a wonderful neighborhood gem. Plus they top your gelati with an animal cracker :)",3.0,"Food, Ice Cream & Frozen Yogurt",62,4.5,114,3.55
7v5oeAYswKecOOp-rCMm9Q,abJUQHJrxyVUPKgkTYTZEg,LhL2ZWsCfeIN_b6ppbFo9Q,"Rocco's gets three stars solely because I have to rate it above the Raven. While it's not the worst bar on that corner, it doesn't hold an alcoholic candle to either Bruno's or the Door's. Rocco's is usually too crowded, with too many youth, and too many people no one likes. Please, don't go here.",3.0,"Bars, Nightlife",8,2.5,80,4.1
svWBbgwvgTzDhr_0nQqZJQ,v_phwmv6fky4cq9dF1WyhA,K-jkw6HUZIGlBjOiYmvvsw,"Parking is a headache but the interior of this Starbucks is large, with an array of tables, workstations, bar seating, and couches. You'll find lots of college students studying here, so it's a good place to be productive. One of the better Starbucks locations I've been to!",4.0,"Coffee & Tea, Food",82,3.5,520,3.49
sCu2pp48d-BtA7uzFnw5pA,oDmlZeTXh6VCcT4U58uvPg,onoy4oiOSB-YhAGy1KCJ0A,"Fantastic!  Truely a great place to have lunch or bring a dinner date.  Outdoor tables in summer are hard to get but really deliver the urban neighborhood feel.  I work on the block so I have eaten at so many times it is hard to count, maybe 60, 70 times over the last few years.  It always delivers.  Enjoy!",5.0,"Japanese, Restaurants, Sushi Bars",229,4.0,9,4.7
k9Qgpclh1yNPhzDrZILFcQ,Lv4DZhlSMVMMFb7hD_gk3A,szdH65mQam5lNncCfJLUwA,"Pro's and con's of gay pizza:

pro's-delicious when intoxicated, open far later then any other pizza place in center city, delivers late as well

con's-the pizza is really not that good, sober, and it's crawling after 1, which sometimes is interesting

my conclusion is, only come here when drunk",3.0,"Italian, Pizza, Restaurants",154,2.5,48,3.45
Z20U5_h_6nyAkbxeyWVghw,eY6C9odkaEMRz8RdwZunlQ,CCMeD6AmBNd7KpSJyxws_w,"I was overall satisfied with them!  Each time I went they were helpful and friendly and it didn't take too long (between 5-30 mins) for them to get me a ride or a car. Toyota paid for my rental so I can't speak to prices or ease of payment, but with Toyota footing the bill I was in and out in seconds.",4.0,"Car Rental, Hotels & Travel",25,2.0,117,3.91
xd4X3I3atzmYf_VrphvnNQ,eY6C9odkaEMRz8RdwZunlQ,Nqmh9Qe3nTCBAVwVbzCtwg,"Food was really good and I love the El Niño drink. But don't come here if you like chips! If you want guacamole, salsa, and queso you have to pay separately for each sauce-- We spent upwards of 16 dollars on chips and dip! I think most places give you complementary salsa or at least have combo deals...",4.0,"Mexican, Restaurants",104,3.5,117,3.91
hbafo6-lMbv-reL5mxhBlw,xi7xNA_MwFLIm3SD80lCCg,BauybYsfqd0y6KDrJ6ZxjQ,"GREAT GREAT GREAT !!!!

Im very picky about starbucks i used to be a starbucks barista 
and this location rocks always friendly always the correct drink ( or fixed right away ) they really show what most starbucks used to be and now this kind of quality is few and far between.",5.0,"Coffee & Tea, Food",67,3.5,146,3.84
0zUmqmxBL_PBOL8Sy-HBiw,WW2rFfCCW_rDVp3QOxIipg,HS0BEUF6QAl_Hq0uE_mqMw,"I can find no fault with this place.  The hair dressers are friendly and skilled and the salon is clean.  The only reason I probably won't go back is I ended up with more of a ""style"" than I was looking for.  It was a perfectly nice cut just seemed a little edgy circa 2007.",4.0,"Beauty & Spas, Hair Salons",54,4.5,178,3.92
GC0LAiyNIzbBjSZGSmRM5w,kyI_3H0gY_HQ9Qv6ouzt8A,M9QxEIA25mnHHxuturwM_g,"This is favorite Wine & Spirits Shoppe in the city. The wines are well stocked and nicely organized. And I've also had good luck of stopping by when they're having a wine tasting.

The staff is very helpful in answering an questions you may have. And Max is a sommelier that has always suggested the right wine to bring to a BYOB.",4.0,"Beer, Food, Wine & Spirits",19,3.0,311,3.84
yMqCA8VP-gLCu0UGUxkHGw,7L7oYXodgbjowfaIGHmDgQ,F6AoDmZ3LVXKOMsWhjSqDw,"I go here every Sunday with my family, not by choice really. I have a different opinion and think the prices are a little high, for the rather average quality of food. This is obviously a South County staple. I can't say I would choose it on my own, without my family. I'd say C+ at best. Try IHOP.",2.0,"American (Traditional), Restaurants",16,3.5,372,2.83
6sFYLo5yzGdzswvmh3uy2A,wv-uc6R3fKRVU5yhncP_uQ,wVrJOXjRrPKIfZbNnrl3ow,"Probably much better when you order a whole pizza. They are definitely making
pizza by the slice ahead of time and then reheating. Mine was very dry and overcooked. They seem to use quality ingredients and I might try it again with friends when I can order a whole fresh pizza.",3.0,"Italian, Pizza, Restaurants",678,4.0,98,2.73
dPEqjefYLzZj-mIfBAU5SQ,3EMvGJv54k40Ee9KaSY1eA,v_LOlXjMbIwqUbK96Nj14w,"The $8 Lunch menu was great. We had the pleasure to try it free however, because we had certificates for that lunch. The waitress was quick and attentive yet not in your face about the food. A very nice leisurely lunch spot. I believe there are certificates to be used there that yields great discounts.",4.0,"American (New), Restaurants",57,3.5,210,3.14
z8V2oPYZLUTLXB0UUomVgA,-u3eeWqgWrBXcAiCssL5Ow,tvSeV5tst5W4-o5wHWIkbA,"I usually stay here when i come in for Spring Training games for the Yankees.  I love the place.  Close to the mall(awesome bars), they provide a ride to where you need to go.  The beds are super comfy, rates are reasonable.  And best for me, only about a 5min drive away from the ball fields.",4.0,"Event Planning & Services, Hotels, Hotels & Travel, Venues & Event Spaces",127,3.5,119,4.07
FbWe3r1cpN31KpZaWsZMVQ,wtyu7MSay0KKw9yL_rEvHg,thCbLZ69suCvVNr4gPQU1Q,"Hotel is newer and modern. HUGE & meant for large conferences. The rooms are spacious and beds comfortable. Not a 5 star hotel but clean and modern-4 stars at the most. Staff is ok-nice but not too helpful or informative. Overall, good value for what you get.",4.0,"Event Planning & Services, Hotels, Hotels & Travel, Venues & Event Spaces",395,4.0,557,4.24
-A4bDY06XP6V0_TUVhk6Dg,gyHhJO0podfo6wrJH4gKDw,UTHAZKeSgEXT_a3eiIo2UQ,"Since moving to Reno, we've learned that there is a great selection of bars in the midtown area. We are usually visiting during non peak hours so service has been quick and the drinks made well. I tried a gin based drink (not my normal) to be adventurous and it tasted great. I only regret we didn't check out the deck on the roof!",4.0,"Bars, Nightlife",121,4.0,104,3.82
CRe8wVFxSwpLRbnG3-GtGg,8PrH34nPGSdvnAGzvCM1fA,6oWaOMzGPCe5fjZvINe6YQ,"My husband had dinner there last night for the first time.  We are not sushi people so we tried the teriyaki shrimp and steak.  Everything tasted great and there was plenty of food with the salad and soup the dinners come with.  The service was prompt and curtious, we will be back!",4.0,"Japanese, Restaurants, Sushi Bars",277,4.0,8,4.38
z11n-R22sBe5SkDOYB3WGQ,MRrN6DH3QGCFcDv5RENYVg,FFTFOIS4YnT0zODQ7icgEA,"I like the fact that their burgers are freshly made. Sometimes they seem to be understaffed and can be slow. And when they are understaffed, the priority seems to be taking care of the drive-thru customers over the people dining inside. But it's usually worth the wait. And where else can you get chili to dip your fries in?",3.0,"Burgers, Fast Food, Restaurants",18,2.5,51,4.02
Cl3J7_vQ5HV1k8oTaMNBMg,_bkJEZT5BUosqRuI-bVjdg,Bda92vtAuK-FcXAw_D0Pxw,"I eat here for the lunch special and its an awesome value. The food is good, and as a vegetarian, its nice they have tofu hibachi and vegetarian rolls that dont suck. For 10 bucks you cant beat it. Also, the service is really good and Gina does an awesome job everytime im there.",4.0,"Japanese, Restaurants, Sushi Bars",154,3.0,35,2.93
v7HXZn-Tjh20H4ZAzZr0NA,o0emAbW2Z9MnyGxBUzH2ZA,9Mym57cM01EBl2x3h-Ei5Q,"They actually had what I was looking for.  And that's always a good sign for a proper liquor store.  They had a huge selection inside.  Only downside was maybe the guy at the counter could've been friendlier, since we were the only females inside.  

Liked that the receipt said, ""Thanks for having good taste.""",4.0,"Beer, Food, Wine & Spirits",8,3.5,769,3.78
kgsKIJqHaOxBuITSBd2syA,o0emAbW2Z9MnyGxBUzH2ZA,-_jxFZVaC3r1TppArnlxZQ,"Really good potato soup!  Lunch is reasonably priced.   I had the Asian Salmon Wrap, which is the most unique wrap I've seen on a menu.  Essentially, it was a lightly battered salmon fillet glazed in Teriyaki sauce wrapped with cabbage, cheese, and wild rice.  It was so filling, I could only eat half of it in one sitting.",3.0,"American (Traditional), Restaurants",110,3.5,769,3.78
